,Démocrate (MoDem et Indépendants),Gauche démocrate et républicaine - NUPES,Horizons et apparentés,La France insoumise - Nouvelle Union Populaire écologique et sociale,Les Républicains,"Libertés, Indépendants, Outre-mer et Territoires",Non inscrit,Rassemblement National,Renaissance,Socialistes et apparentés (membre de l’intergroupe NUPES),Écologiste - NUPES
VTANR5L16V1,pas joué,perdu,pas joué,perdu,pas joué,pas joué,perdu,pas joué,pas joué,perdu,perdu
VTANR5L16V10,gagné,gagné,gagné,pas joué,gagné,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V100,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1000,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1001,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1002,gagné,perdu,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1003,gagné,perdu,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1004,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1005,gagné,perdu,gagné,perdu,gagné,gagné,perdu,gagné,gagné,perdu,perdu
VTANR5L16V1006,gagné,perdu,gagné,perdu,gagné,gagné,perdu,gagné,gagné,perdu,perdu
VTANR5L16V1007,gagné,pas joué,gagné,gagné,perdu,perdu,perdu,pas joué,gagné,pas joué,pas joué
VTANR5L16V1008,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1009,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V101,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1010,gagné,perdu,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1011,gagné,perdu,gagné,perdu,gagné,gagné,perdu,gagné,gagné,perdu,perdu
VTANR5L16V1012,gagné,perdu,gagné,perdu,gagné,perdu,perdu,perdu,gagné,perdu,perdu
VTANR5L16V1013,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1014,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1015,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1016,gagné,perdu,gagné,perdu,gagné,perdu,perdu,gagné,gagné,perdu,perdu
VTANR5L16V1017,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1018,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,pas joué
VTANR5L16V1019,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V102,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1020,gagné,pas joué,gagné,pas joué,gagné,pas joué,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1021,gagné,pas joué,gagné,perdu,gagné,pas joué,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1022,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1023,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1024,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1025,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1026,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1027,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1028,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1029,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V103,gagné,perdu,gagné,perdu,pas joué,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1030,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1031,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1032,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1033,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1034,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1035,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1036,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1037,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1038,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1039,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V104,gagné,perdu,gagné,perdu,pas joué,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1040,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1041,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1042,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1043,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1044,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1045,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1046,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1047,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1048,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1049,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V105,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1050,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1051,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1052,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1053,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1054,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1055,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1056,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1057,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1058,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1059,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V106,gagné,perdu,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1060,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1061,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1062,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1063,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1064,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1065,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1066,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1067,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1068,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1069,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V107,gagné,pas joué,gagné,pas joué,gagné,gagné,gagné,perdu,gagné,pas joué,gagné
VTANR5L16V1070,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1071,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1072,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1073,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1074,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1075,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1076,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1077,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1078,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1079,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V108,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1080,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1081,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1082,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1083,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1084,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1085,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1086,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1087,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1088,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1089,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V109,gagné,pas joué,gagné,pas joué,gagné,pas joué,gagné,perdu,gagné,perdu,gagné
VTANR5L16V1090,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1091,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1092,gagné,pas joué,gagné,pas joué,gagné,gagné,pas joué,perdu,gagné,pas joué,gagné
VTANR5L16V1093,gagné,perdu,gagné,perdu,perdu,perdu,perdu,perdu,gagné,pas joué,pas joué
VTANR5L16V1094,gagné,perdu,gagné,perdu,perdu,perdu,perdu,perdu,gagné,pas joué,perdu
VTANR5L16V1095,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1096,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1097,pas joué,pas joué,pas joué,pas joué,pas joué,pas joué,perdu,perdu,pas joué,pas joué,pas joué
VTANR5L16V1098,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,gagné,pas joué,pas joué
VTANR5L16V1099,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,pas joué,perdu,perdu
VTANR5L16V11,gagné,perdu,gagné,perdu,gagné,perdu,perdu,perdu,gagné,perdu,perdu
VTANR5L16V110,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,gagné,perdu,pas joué
VTANR5L16V1100,gagné,gagné,gagné,gagné,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1101,gagné,pas joué,gagné,gagné,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1102,perdu,perdu,gagné,perdu,gagné,perdu,gagné,gagné,perdu,perdu,perdu
VTANR5L16V1103,gagné,pas joué,gagné,perdu,gagné,perdu,gagné,gagné,perdu,perdu,pas joué
VTANR5L16V1104,gagné,gagné,gagné,gagné,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1105,gagné,gagné,perdu,gagné,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1106,gagné,perdu,gagné,perdu,perdu,pas joué,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1107,gagné,perdu,gagné,perdu,perdu,perdu,pas joué,pas joué,gagné,perdu,perdu
VTANR5L16V1108,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1109,pas joué,gagné,gagné,gagné,pas joué,gagné,pas joué,gagné,pas joué,gagné,gagné
VTANR5L16V111,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1110,gagné,perdu,gagné,perdu,gagné,perdu,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1111,gagné,perdu,gagné,perdu,perdu,perdu,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1112,gagné,perdu,gagné,perdu,perdu,perdu,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1113,gagné,pas joué,gagné,perdu,perdu,perdu,perdu,gagné,gagné,perdu,perdu
VTANR5L16V1114,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1115,gagné,gagné,gagné,gagné,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1116,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1117,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1118,gagné,perdu,gagné,perdu,gagné,pas joué,pas joué,pas joué,gagné,perdu,perdu
VTANR5L16V1119,gagné,pas joué,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V112,gagné,pas joué,gagné,perdu,perdu,pas joué,gagné,perdu,gagné,perdu,pas joué
VTANR5L16V1120,gagné,perdu,gagné,perdu,gagné,pas joué,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1121,gagné,pas joué,gagné,pas joué,pas joué,perdu,pas joué,perdu,gagné,gagné,pas joué
VTANR5L16V1122,gagné,pas joué,gagné,pas joué,perdu,perdu,pas joué,perdu,gagné,gagné,pas joué
VTANR5L16V1123,gagné,pas joué,perdu,pas joué,gagné,pas joué,pas joué,perdu,gagné,gagné,gagné
VTANR5L16V1124,gagné,perdu,gagné,perdu,gagné,gagné,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1125,gagné,pas joué,gagné,pas joué,perdu,perdu,pas joué,perdu,gagné,gagné,pas joué
VTANR5L16V1126,gagné,perdu,pas joué,pas joué,perdu,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1127,gagné,pas joué,gagné,pas joué,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1128,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,gagné,perdu,pas joué,pas joué
VTANR5L16V1129,gagné,pas joué,gagné,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,gagné
VTANR5L16V113,gagné,pas joué,gagné,pas joué,gagné,gagné,gagné,perdu,gagné,pas joué,pas joué
VTANR5L16V1130,gagné,pas joué,gagné,pas joué,pas joué,perdu,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1131,gagné,pas joué,gagné,pas joué,pas joué,perdu,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1132,gagné,pas joué,gagné,pas joué,perdu,perdu,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1133,gagné,perdu,gagné,perdu,gagné,pas joué,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1134,gagné,perdu,gagné,perdu,gagné,pas joué,pas joué,perdu,gagné,pas joué,perdu
VTANR5L16V1135,gagné,pas joué,gagné,pas joué,perdu,perdu,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1136,gagné,gagné,gagné,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,gagné
VTANR5L16V1137,gagné,pas joué,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1138,gagné,pas joué,gagné,pas joué,perdu,gagné,perdu,perdu,gagné,pas joué,gagné
VTANR5L16V1139,gagné,pas joué,gagné,pas joué,perdu,gagné,perdu,perdu,gagné,pas joué,gagné
VTANR5L16V114,gagné,perdu,gagné,perdu,perdu,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1140,gagné,pas joué,gagné,perdu,perdu,pas joué,perdu,perdu,gagné,perdu,perdu
VTANR5L16V1141,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1142,gagné,gagné,perdu,gagné,gagné,perdu,pas joué,gagné,perdu,gagné,gagné
VTANR5L16V1143,gagné,pas joué,perdu,pas joué,gagné,gagné,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1144,gagné,gagné,gagné,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,pas joué
VTANR5L16V1145,gagné,gagné,gagné,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,gagné
VTANR5L16V1146,gagné,perdu,gagné,perdu,gagné,perdu,pas joué,perdu,gagné,perdu,perdu
VTANR5L16V1147,gagné,perdu,pas joué,perdu,gagné,perdu,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1148,gagné,perdu,gagné,perdu,gagné,perdu,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1149,gagné,perdu,gagné,perdu,gagné,perdu,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V115,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1150,gagné,perdu,gagné,perdu,gagné,perdu,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1151,gagné,perdu,gagné,perdu,gagné,perdu,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1152,gagné,pas joué,gagné,pas joué,gagné,perdu,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1153,gagné,pas joué,gagné,pas joué,pas joué,pas joué,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1154,gagné,pas joué,gagné,pas joué,pas joué,gagné,pas joué,perdu,gagné,pas joué,pas joué
VTANR5L16V1155,gagné,pas joué,gagné,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,gagné
VTANR5L16V1156,gagné,pas joué,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1157,gagné,pas joué,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1158,gagné,pas joué,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1159,gagné,pas joué,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V116,gagné,perdu,gagné,perdu,perdu,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1160,gagné,gagné,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1161,gagné,perdu,gagné,perdu,pas joué,perdu,perdu,perdu,gagné,perdu,perdu
VTANR5L16V1162,gagné,pas joué,gagné,gagné,perdu,pas joué,perdu,pas joué,gagné,gagné,gagné
VTANR5L16V1163,gagné,gagné,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1164,gagné,perdu,gagné,gagné,gagné,perdu,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1165,gagné,gagné,gagné,perdu,pas joué,gagné,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1166,gagné,pas joué,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1167,gagné,gagné,gagné,perdu,gagné,gagné,gagné,gagné,gagné,pas joué,perdu
VTANR5L16V1168,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1169,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V117,gagné,perdu,gagné,perdu,gagné,perdu,gagné,pas joué,gagné,perdu,perdu
VTANR5L16V1170,gagné,perdu,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1171,gagné,pas joué,gagné,pas joué,pas joué,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1172,gagné,pas joué,gagné,pas joué,pas joué,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1173,gagné,perdu,gagné,pas joué,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1174,gagné,pas joué,gagné,pas joué,perdu,gagné,perdu,perdu,gagné,pas joué,gagné
VTANR5L16V1175,gagné,perdu,gagné,perdu,gagné,pas joué,perdu,perdu,gagné,perdu,perdu
VTANR5L16V1176,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,gagné,gagné
VTANR5L16V1177,gagné,gagné,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,gagné,perdu
VTANR5L16V1178,gagné,pas joué,gagné,pas joué,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1179,gagné,perdu,gagné,perdu,gagné,perdu,perdu,gagné,gagné,perdu,perdu
VTANR5L16V118,gagné,perdu,gagné,perdu,perdu,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1180,gagné,perdu,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1181,gagné,perdu,gagné,perdu,gagné,perdu,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1182,gagné,perdu,gagné,perdu,pas joué,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1183,gagné,perdu,gagné,gagné,gagné,pas joué,gagné,perdu,gagné,gagné,gagné
VTANR5L16V1184,gagné,pas joué,gagné,gagné,pas joué,pas joué,gagné,perdu,gagné,gagné,gagné
VTANR5L16V1185,gagné,pas joué,gagné,pas joué,gagné,gagné,gagné,perdu,gagné,gagné,gagné
VTANR5L16V1186,gagné,perdu,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1187,gagné,perdu,gagné,pas joué,gagné,perdu,perdu,perdu,gagné,perdu,pas joué
VTANR5L16V1188,gagné,pas joué,gagné,gagné,gagné,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1189,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,gagné,gagné,gagné,perdu
VTANR5L16V119,perdu,gagné,gagné,gagné,gagné,gagné,perdu,gagné,perdu,gagné,gagné
VTANR5L16V1190,gagné,gagné,gagné,pas joué,gagné,gagné,gagné,gagné,gagné,gagné,perdu
VTANR5L16V1191,gagné,pas joué,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1192,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1193,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,gagné,gagné,gagné
VTANR5L16V1194,gagné,gagné,gagné,gagné,gagné,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1195,gagné,gagné,gagné,gagné,gagné,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1196,gagné,gagné,gagné,perdu,gagné,gagné,gagné,gagné,gagné,pas joué,gagné
VTANR5L16V1197,gagné,pas joué,gagné,gagné,gagné,gagné,pas joué,pas joué,gagné,gagné,gagné
VTANR5L16V1198,gagné,perdu,gagné,perdu,gagné,perdu,perdu,pas joué,gagné,perdu,perdu
VTANR5L16V1199,gagné,perdu,gagné,perdu,gagné,perdu,perdu,pas joué,gagné,perdu,perdu
VTANR5L16V12,gagné,perdu,gagné,perdu,perdu,perdu,perdu,pas joué,gagné,perdu,perdu
VTANR5L16V120,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,gagné,perdu,perdu
VTANR5L16V1200,pas joué,gagné,pas joué,gagné,perdu,gagné,gagné,pas joué,pas joué,gagné,gagné
VTANR5L16V1201,gagné,gagné,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,pas joué,perdu
VTANR5L16V1202,gagné,pas joué,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1203,gagné,pas joué,gagné,gagné,perdu,gagné,perdu,perdu,gagné,gagné,gagné
VTANR5L16V1204,gagné,gagné,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1205,gagné,gagné,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1206,gagné,gagné,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1207,gagné,gagné,gagné,perdu,gagné,perdu,gagné,gagné,gagné,pas joué,perdu
VTANR5L16V1208,gagné,gagné,gagné,perdu,gagné,perdu,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1209,gagné,gagné,gagné,perdu,gagné,gagné,gagné,gagné,gagné,pas joué,perdu
VTANR5L16V121,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné,gagné
VTANR5L16V1210,gagné,gagné,gagné,perdu,gagné,pas joué,gagné,gagné,gagné,pas joué,perdu
VTANR5L16V1211,gagné,perdu,gagné,perdu,gagné,gagné,gagné,gagné,gagné,pas joué,perdu
VTANR5L16V1212,gagné,perdu,gagné,perdu,perdu,gagné,perdu,gagné,gagné,perdu,perdu
VTANR5L16V1213,gagné,pas joué,gagné,perdu,gagné,gagné,gagné,gagné,gagné,perdu,perdu
VTANR5L16V1214,gagné,perdu,gagné,perdu,gagné,pas joué,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1215,gagné,perdu,pas joué,perdu,gagné,gagné,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1216,gagné,pas joué,pas joué,perdu,gagné,gagné,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1217,gagné,pas joué,pas joué,perdu,gagné,perdu,pas joué,gagné,gagné,perdu,perdu
VTANR5L16V1218,gagné,gagné,pas joué,perdu,gagné,gagné,pas joué,gagné,gagné,perdu,perdu
