uid,nom,demandeur,organe,organeReuniRef,participants,cr
RUANR5L16S2023IDC447075,,,,PO817720,"[{'acteurRef': 'PA793278', 'presence': 'absent'}, {'acteurRef': 'PA722046', 'presence': 'excusé'}, {'acteurRef': 'PA795508', 'presence': 'absent'}, {'acteurRef': 'PA793464', 'presence': 'absent'}, {'acteurRef': 'PA795200', 'presence': 'absent'}, {'acteurRef': 'PA721024', 'presence': 'absent'}, {'acteurRef': 'PA795958', 'presence': 'excusé'}, {'acteurRef': 'PA795652', 'presence': 'excusé'}, {'acteurRef': 'PA794130', 'presence': 'absent'}, {'acteurRef': 'PA721004', 'presence': 'excusé'}, {'acteurRef': 'PA721984', 'presence': 'absent'}, {'acteurRef': 'PA720446', 'presence': 'absent'}, {'acteurRef': 'PA793904', 'presence': 'absent'}, {'acteurRef': 'PA606098', 'presence': 'excusé'}, {'acteurRef': 'PA794810', 'presence': 'absent'}, {'acteurRef': 'PA720644', 'presence': 'absent'}, {'acteurRef': 'PA721270', 'presence': 'absent'}, {'acteurRef': 'PA793656', 'presence': 'absent'}, {'acteurRef': 'PA794994', 'presence': 'absent'}, {'acteurRef': 'PA793306', 'presence': 'absent'}, {'acteurRef': 'PA609590', 'presence': 'excusé'}, {'acteurRef': 'PA795410', 'presence': 'absent'}, {'acteurRef': 'PA796050', 'presence': 'absent'}, {'acteurRef': 'PA796018', 'presence': 'présent'}, {'acteurRef': 'PA794802', 'presence': 'excusé'}, {'acteurRef': 'PA736201', 'presence': 'absent'}, {'acteurRef': 'PA793298', 'presence': 'absent'}, {'acteurRef': 'PA608695', 'presence': 'absent'}, {'acteurRef': 'PA793860', 'presence': 'présent'}]",CRCANR5L16S2023PO817720N004
RUANR5L16S2023IDC447511,,,,PO819243,,
RUANR5L16S2023IDC449016,,,,PO821469,,
RUANR5L16S2023IDS26409,,,,PO791932,,
RUANR5L15A2022IDF0162139,M. Rodrigo Arenas,PA795084,,,,
RUANR5L15A2022IDF0161739,Mme Prisca Thevenot,PA795920,,,,
RUANR5L16S2023IDC447594,,,,PO810438,,
RUANR5L16S2023IDC446955,,,,PO808156,,CRCANR5L16S2023PO808156N001
RUANR5L15A2023IDF0161462,Mme Aurore Bergé,PA722046,,,,
RUANR5L15A2022IDF0161983,Mme Sophie Taillé-Polian,PA736201,,,,
RUANR5L16S2023IDC448707,,,,PO420120,"[{'acteurRef': 'PA605963', 'presence': 'présent'}, {'acteurRef': 'PA795588', 'presence': 'absent'}, {'acteurRef': 'PA642764', 'presence': 'absent'}, {'acteurRef': 'PA642847', 'presence': 'présent'}, {'acteurRef': 'PA794434', 'presence': 'absent'}, {'acteurRef': 'PA721828', 'presence': 'absent'}, {'acteurRef': 'PA805166', 'presence': 'absent'}, {'acteurRef': 'PA795762', 'presence': 'excusé'}, {'acteurRef': 'PA794638', 'presence': 'présent'}, {'acteurRef': 'PA642868', 'presence': 'absent'}, {'acteurRef': 'PA267429', 'presence': 'présent'}, {'acteurRef': 'PA793736', 'presence': 'absent'}, {'acteurRef': 'PA719286', 'presence': 'absent'}, {'acteurRef': 'PA722390', 'presence': 'absent'}, {'acteurRef': 'PA942', 'presence': 'présent'}, {'acteurRef': 'PA793876', 'presence': 'absent'}, {'acteurRef': 'PA793464', 'presence': 'absent'}, {'acteurRef': 'PA718926', 'presence': 'absent'}, {'acteurRef': 'PA794762', 'presence': 'présent'}, {'acteurRef': 'PA720154', 'presence': 'présent'}, {'acteurRef': 'PA795844', 'presence': 'absent'}, {'acteurRef': 'PA605694', 'presence': 'absent'}, {'acteurRef': 'PA795884', 'presence': 'absent'}, {'acteurRef': 'PA720286', 'presence': 'excusé'}, {'acteurRef': 'PA794678', 'presence': 'présent'}, {'acteurRef': 'PA795010', 'presence': 'absent'}, {'acteurRef': 'PA333285', 'presence': 'absent'}, {'acteurRef': 'PA794234', 'presence': 'absent'}, {'acteurRef': 'PA267318', 'presence': 'absent'}, {'acteurRef': 'PA794058', 'presence': 'absent'}, {'acteurRef': 'PA1567', 'presence': 'absent'}, {'acteurRef': 'PA795934', 'presence': 'présent'}, {'acteurRef': 'PA794004', 'presence': 'absent'}, {'acteurRef': 'PA331835', 'presence': 'présent'}, {'acteurRef': 'PA722374', 'presence': 'absent'}, {'acteurRef': 'PA720074', 'presence': 'excusé'}, {'acteurRef': 'PA720038', 'presence': 'absent'}, {'acteurRef': 'PA346782', 'presence': 'absent'}, {'acteurRef': 'PA795438', 'presence': 'absent'}, {'acteurRef': 'PA719186', 'presence': 'excusé'}, {'acteurRef': 'PA795912', 'presence': 'absent'}, {'acteurRef': 'PA719404', 'presence': 'présent'}, {'acteurRef': 'PA719756', 'presence': 'absent'}, {'acteurRef': 'PA793608', 'presence': 'absent'}, {'acteurRef': 'PA793672', 'presence': 'absent'}, {'acteurRef': 'PA794530', 'presence': 'absent'}, {'acteurRef': 'PA719154', 'presence': 'absent'}, {'acteurRef': 'PA793354', 'presence': 'absent'}, {'acteurRef': 'PA793174', 'presence': 'absent'}, {'acteurRef': 'PA793696', 'presence': 'absent'}, {'acteurRef': 'PA794038', 'presence': 'absent'}, {'acteurRef': 'PA610654', 'presence': 'excusé'}, {'acteurRef': 'PA795050', 'presence': 'absent'}, {'acteurRef': 'PA720480', 'presence': 'absent'}, {'acteurRef': 'PA793398', 'presence': 'absent'}, {'acteurRef': 'PA721234', 'presence': 'absent'}, {'acteurRef': 'PA721710', 'presence': 'présent'}, {'acteurRef': 'PA793708', 'presence': 'absent'}, {'acteurRef': 'PA721062', 'presence': 'excusé'}, {'acteurRef': 'PA720066', 'presence': 'présent'}, {'acteurRef': 'PA795076', 'presence': 'absent'}, {'acteurRef': 'PA793270', 'presence': 'présent'}, {'acteurRef': 'PA722142', 'presence': 'absent'}, {'acteurRef': 'PA793416', 'presence': 'présent'}, {'acteurRef': 'PA793382', 'presence': 'absent'}, {'acteurRef': 'PA795920', 'presence': 'présent'}, {'acteurRef': 'PA722162', 'presence': 'absent'}, {'acteurRef': 'PA643134', 'presence': 'absent'}, {'acteurRef': 'PA795350', 'presence': 'absent'}, {'acteurRef': 'PA722102', 'presence': 'absent'}, {'acteurRef': 'PA331582', 'presence': 'absent'}, {'acteurRef': 'PA794914', 'presence': 'absent'}, {'acteurRef': 'PA721474', 'presence': 'absent'}]",CRCANR5L16S2023PO420120N093
RUANR5L16S2023IDFL447330,,,,PO807558,,
RUANR5L16S2023IDC445700,,,,PO804227,,
RUANR5L16S2023IDC446276,,,,PO804563,,
RUANR5L15A2022IDF0161934,M. Jean-Victor Castor,PA795868,,,,
RUANR5L16S2023IDC446353,,,,PO804929,,
RUANR5L15A2022IDF0161965,M. Stéphane Travert,PA607395,,,,
RUANR5L16S2023IDS26889,,,,PO791932,,CRSANR5L16S2023O1N187
RUANR5L16S2023IDC445725,,,,PO59051,"[{'acteurRef': 'PA719866', 'presence': 'présent'}, {'acteurRef': 'PA719146', 'presence': 'absent'}, {'acteurRef': 'PA793278', 'presence': 'présent'}, {'acteurRef': 'PA721158', 'presence': 'présent'}, {'acteurRef': 'PA719558', 'presence': 'présent'}, {'acteurRef': 'PA793374', 'presence': 'présent'}, {'acteurRef': 'PA720430', 'presence': 'absent'}, {'acteurRef': 'PA793844', 'presence': 'présent'}, {'acteurRef': 'PA721816', 'presence': 'absent'}, {'acteurRef': 'PA606507', 'presence': 'absent'}, {'acteurRef': 'PA330008', 'presence': 'présent'}, {'acteurRef': 'PA721336', 'presence': 'absent'}, {'acteurRef': 'PA721118', 'presence': 'présent'}, {'acteurRef': 'PA795508', 'presence': 'absent'}, {'acteurRef': 'PA795068', 'presence': 'présent'}, {'acteurRef': 'PA330240', 'presence': 'excusé'}, {'acteurRef': 'PA795136', 'presence': 'absent'}, {'acteurRef': 'PA794194', 'presence': 'présent'}, {'acteurRef': 'PA793928', 'presence': 'absent'}, {'acteurRef': 'PA721094', 'presence': 'présent'}, {'acteurRef': 'PA721896', 'presence': 'absent'}, {'acteurRef': 'PA796132', 'presence': 'absent'}, {'acteurRef': 'PA793832', 'presence': 'présent'}, {'acteurRef': 'PA266797', 'presence': 'excusé'}, {'acteurRef': 'PA721296', 'presence': 'présent'}, {'acteurRef': 'PA721880', 'presence': 'excusé'}, {'acteurRef': 'PA793218', 'presence': 'excusé'}, {'acteurRef': 'PA795958', 'presence': 'présent'}, {'acteurRef': 'PA722150', 'presence': 'présent'}, {'acteurRef': 'PA793632', 'presence': 'absent'}, {'acteurRef': 'PA794022', 'presence': 'présent'}, {'acteurRef': 'PA719874', 'presence': 'excusé'}, {'acteurRef': 'PA267901', 'presence': 'présent'}, {'acteurRef': 'PA335054', 'presence': 'absent'}, {'acteurRef': 'PA795998', 'presence': 'excusé'}, {'acteurRef': 'PA794130', 'presence': 'présent'}, {'acteurRef': 'PA721984', 'presence': 'absent'}, {'acteurRef': 'PA721466', 'presence': 'absent'}, {'acteurRef': 'PA795746', 'presence': 'absent'}, {'acteurRef': 'PA721852', 'presence': 'présent'}, {'acteurRef': 'PA796026', 'presence': 'absent'}, {'acteurRef': 'PA793290', 'presence': 'présent'}, {'acteurRef': 'PA794838', 'presence': 'absent'}, {'acteurRef': 'PA721932', 'presence': 'absent'}, {'acteurRef': 'PA795636', 'presence': 'absent'}, {'acteurRef': 'PA794114', 'presence': 'présent'}, {'acteurRef': 'PA342384', 'presence': 'absent'}, {'acteurRef': 'PA720976', 'presence': 'présent'}, {'acteurRef': 'PA794322', 'presence': 'absent'}, {'acteurRef': 'PA720370', 'presence': 'présent'}, {'acteurRef': 'PA720908', 'presence': 'présent'}, {'acteurRef': 'PA643157', 'presence': 'présent'}, {'acteurRef': 'PA610654', 'presence': 'présent'}, {'acteurRef': 'PA721960', 'presence': 'excusé'}, {'acteurRef': 'PA719202', 'presence': 'excusé'}, {'acteurRef': 'PA718784', 'presence': 'absent'}, {'acteurRef': 'PA2449', 'presence': 'absent'}, {'acteurRef': 'PA796062', 'presence': 'présent'}, {'acteurRef': 'PA719600', 'presence': 'absent'}, {'acteurRef': 'PA795270', 'presence': 'absent'}, {'acteurRef': 'PA793306', 'presence': 'absent'}, {'acteurRef': 'PA720100', 'presence': 'absent'}, {'acteurRef': 'PA795966', 'presence': 'présent'}, {'acteurRef': 'PA721062', 'presence': 'présent'}, {'acteurRef': 'PA722398', 'presence': 'présent'}, {'acteurRef': 'PA794778', 'presence': 'absent'}, {'acteurRef': 'PA795876', 'presence': 'excusé'}, {'acteurRef': 'PA795410', 'presence': 'absent'}, {'acteurRef': 'PA722292', 'presence': 'présent'}, {'acteurRef': 'PA340343', 'presence': 'absent'}, {'acteurRef': 'PA721314', 'presence': 'absent'}, {'acteurRef': 'PA794930', 'presence': 'absent'}, {'acteurRef': 'PA794106', 'presence': 'absent'}, {'acteurRef': 'PA721584', 'presence': 'excusé'}, {'acteurRef': 'PA608695', 'presence': 'absent'}, {'acteurRef': 'PA794494', 'presence': 'excusé'}, {'acteurRef': 'PA721262', 'presence': 'présent'}, {'acteurRef': 'PA2952', 'presence': 'absent'}]",CRCANR5L16S2023PO59051N007
RUANR5L16S2023IDS26694,,,,PO791932,,CRSANR5L16S2023O1N124
RUANR5L16S2023IDS27024,,,,PO791932,,CRSANR5L16S2023O1N224
RUANR5L16S2023IDS26399,,,,PO791932,,CRSANR5L16S2023O1N023
RUANR5L15A2022IDF0161992,Mme Maud Bregeon,PA795990,,,,
RUANR5L15A2022IDF0162159,Mme Fatiha Keloua Hachi,PA795156,,,,
RUANR5L15A2022IDF0161604,Mme Émilie Chandler,PA795508,,,,
RUANR5L16S2023IDC448698,,,,PO812997,,
RUANR5L16S2023IDC445636,,,,PO59047,"[{'acteurRef': 'PA605036', 'presence': 'présent'}, {'acteurRef': 'PA795228', 'presence': 'présent'}, {'acteurRef': 'PA588884', 'presence': 'absent'}, {'acteurRef': 'PA721836', 'presence': 'absent'}, {'acteurRef': 'PA309643', 'presence': 'présent'}, {'acteurRef': 'PA795616', 'presence': 'présent'}, {'acteurRef': 'PA793528', 'presence': 'présent'}, {'acteurRef': 'PA721608', 'presence': 'présent'}, {'acteurRef': 'PA795318', 'presence': 'présent'}, {'acteurRef': 'PA721118', 'presence': 'excusé'}, {'acteurRef': 'PA793134', 'presence': 'présent'}, {'acteurRef': 'PA795330', 'presence': 'présent'}, {'acteurRef': 'PA720468', 'presence': 'présent'}, {'acteurRef': 'PA267429', 'presence': 'présent'}, {'acteurRef': 'PA719294', 'presence': 'présent'}, {'acteurRef': 'PA718850', 'presence': 'présent'}, {'acteurRef': 'PA1008', 'presence': 'présent'}, {'acteurRef': 'PA794982', 'presence': 'présent'}, {'acteurRef': 'PA720684', 'presence': 'absent'}, {'acteurRef': 'PA1206', 'presence': 'excusé'}, {'acteurRef': 'PA793246', 'presence': 'présent'}, {'acteurRef': 'PA609332', 'presence': 'excusé'}, {'acteurRef': 'PA1327', 'presence': 'présent'}, {'acteurRef': 'PA794538', 'presence': 'présent'}, {'acteurRef': 'PA722284', 'presence': 'présent'}, {'acteurRef': 'PA333285', 'presence': 'présent'}, {'acteurRef': 'PA721760', 'presence': 'présent'}, {'acteurRef': 'PA721722', 'presence': 'présent'}, {'acteurRef': 'PA718674', 'presence': 'présent'}, {'acteurRef': 'PA794734', 'presence': 'présent'}, {'acteurRef': 'PA695100', 'presence': 'absent'}, {'acteurRef': 'PA795900', 'presence': 'présent'}, {'acteurRef': 'PA796110', 'presence': 'présent'}, {'acteurRef': 'PA1630', 'presence': 'excusé'}, {'acteurRef': 'PA793190', 'presence': 'présent'}, {'acteurRef': 'PA794030', 'presence': 'présent'}, {'acteurRef': 'PA722344', 'presence': 'présent'}, {'acteurRef': 'PA643184', 'presence': 'présent'}, {'acteurRef': 'PA794818', 'presence': 'présent'}, {'acteurRef': 'PA721004', 'presence': 'présent'}, {'acteurRef': 'PA795672', 'presence': 'excusé'}, {'acteurRef': 'PA795184', 'presence': 'présent'}, {'acteurRef': 'PA720614', 'presence': 'excusé'}, {'acteurRef': 'PA795108', 'presence': 'présent'}, {'acteurRef': 'PA335612', 'presence': 'présent'}, {'acteurRef': 'PA712014', 'presence': 'présent'}, {'acteurRef': 'PA717379', 'presence': 'présent'}, {'acteurRef': 'PA605782', 'presence': 'excusé'}, {'acteurRef': 'PA719608', 'presence': 'présent'}, {'acteurRef': 'PA795176', 'presence': 'présent'}, {'acteurRef': 'PA793872', 'presence': 'présent'}, {'acteurRef': 'PA333421', 'presence': 'présent'}, {'acteurRef': 'PA720892', 'presence': 'excusé'}, {'acteurRef': 'PA721182', 'presence': 'présent'}, {'acteurRef': 'PA794582', 'presence': 'présent'}, {'acteurRef': 'PA609520', 'presence': 'présent'}, {'acteurRef': 'PA719528', 'presence': 'présent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA794442', 'presence': 'présent'}, {'acteurRef': 'PA720138', 'presence': 'présent'}, {'acteurRef': 'PA795808', 'presence': 'présent'}, {'acteurRef': 'PA794410', 'presence': 'présent'}, {'acteurRef': 'PA795466', 'presence': 'présent'}, {'acteurRef': 'PA267794', 'presence': 'présent'}, {'acteurRef': 'PA720952', 'presence': 'présent'}, {'acteurRef': 'PA719550', 'presence': 'présent'}, {'acteurRef': 'PA720704', 'presence': 'présent'}, {'acteurRef': 'PA606639', 'presence': 'absent'}, {'acteurRef': 'PA793194', 'presence': 'présent'}, {'acteurRef': 'PA795326', 'presence': 'présent'}, {'acteurRef': 'PA2960', 'presence': 'présent'}, {'acteurRef': 'PA795046', 'presence': 'présent'}, {'acteurRef': 'PA796078', 'presence': 'présent'}, {'acteurRef': 'PA793860', 'presence': 'présent'}]",CRCANR5L16S2023PO59047N005
RUANR5L15A2022IDF0161849,Mme Mathilde Desjonquères,PA794194,,,,
RUANR5L16S2023IDC447326,,,,PO304272,,
RUANR5L15A2022IDF0162260,M. Quentin Bataillon,PA794214,,,,
RUANR5L16S2023IDC448000,,,,PO419610,,
RUANR5L16S2023IDC447125,,,,PO810484,,
RUANR5L16S2023IDS26890,,,,PO791932,,CRSANR5L16S2023O1N188
RUANR5L16S2023IDC446411,,,,PO59051,"[{'acteurRef': 'PA719866', 'presence': 'absent'}, {'acteurRef': 'PA719146', 'presence': 'absent'}, {'acteurRef': 'PA793278', 'presence': 'absent'}, {'acteurRef': 'PA721158', 'presence': 'absent'}, {'acteurRef': 'PA719558', 'presence': 'présent'}, {'acteurRef': 'PA793374', 'presence': 'présent'}, {'acteurRef': 'PA720430', 'presence': 'présent'}, {'acteurRef': 'PA720822', 'presence': 'présent'}, {'acteurRef': 'PA793844', 'presence': 'présent'}, {'acteurRef': 'PA721816', 'presence': 'présent'}, {'acteurRef': 'PA606507', 'presence': 'présent'}, {'acteurRef': 'PA330008', 'presence': 'présent'}, {'acteurRef': 'PA721336', 'presence': 'présent'}, {'acteurRef': 'PA795508', 'presence': 'présent'}, {'acteurRef': 'PA795068', 'presence': 'présent'}, {'acteurRef': 'PA330240', 'presence': 'excusé'}, {'acteurRef': 'PA795136', 'presence': 'présent'}, {'acteurRef': 'PA793928', 'presence': 'présent'}, {'acteurRef': 'PA721094', 'presence': 'excusé'}, {'acteurRef': 'PA721896', 'presence': 'présent'}, {'acteurRef': 'PA796132', 'presence': 'présent'}, {'acteurRef': 'PA793832', 'presence': 'présent'}, {'acteurRef': 'PA266797', 'presence': 'présent'}, {'acteurRef': 'PA721296', 'presence': 'présent'}, {'acteurRef': 'PA721880', 'presence': 'présent'}, {'acteurRef': 'PA793218', 'presence': 'présent'}, {'acteurRef': 'PA795958', 'presence': 'absent'}, {'acteurRef': 'PA722150', 'presence': 'présent'}, {'acteurRef': 'PA793632', 'presence': 'présent'}, {'acteurRef': 'PA794022', 'presence': 'présent'}, {'acteurRef': 'PA719874', 'presence': 'excusé'}, {'acteurRef': 'PA267901', 'presence': 'excusé'}, {'acteurRef': 'PA335054', 'presence': 'présent'}, {'acteurRef': 'PA795998', 'presence': 'excusé'}, {'acteurRef': 'PA794130', 'presence': 'absent'}, {'acteurRef': 'PA721984', 'presence': 'présent'}, {'acteurRef': 'PA721466', 'presence': 'présent'}, {'acteurRef': 'PA795746', 'presence': 'absent'}, {'acteurRef': 'PA721852', 'presence': 'absent'}, {'acteurRef': 'PA796026', 'presence': 'présent'}, {'acteurRef': 'PA794838', 'presence': 'présent'}, {'acteurRef': 'PA721932', 'presence': 'présent'}, {'acteurRef': 'PA795636', 'presence': 'présent'}, {'acteurRef': 'PA794114', 'presence': 'présent'}, {'acteurRef': 'PA342384', 'presence': 'présent'}, {'acteurRef': 'PA794322', 'presence': 'absent'}, {'acteurRef': 'PA720370', 'presence': 'présent'}, {'acteurRef': 'PA720908', 'presence': 'excusé'}, {'acteurRef': 'PA721960', 'presence': 'excusé'}, {'acteurRef': 'PA719202', 'presence': 'présent'}, {'acteurRef': 'PA718784', 'presence': 'présent'}, {'acteurRef': 'PA2449', 'presence': 'présent'}, {'acteurRef': 'PA796062', 'presence': 'présent'}, {'acteurRef': 'PA719600', 'presence': 'présent'}, {'acteurRef': 'PA795270', 'presence': 'présent'}, {'acteurRef': 'PA793306', 'presence': 'présent'}, {'acteurRef': 'PA720100', 'presence': 'absent'}, {'acteurRef': 'PA795966', 'presence': 'présent'}, {'acteurRef': 'PA722398', 'presence': 'excusé'}, {'acteurRef': 'PA794778', 'presence': 'présent'}, {'acteurRef': 'PA795876', 'presence': 'excusé'}, {'acteurRef': 'PA795410', 'presence': 'présent'}, {'acteurRef': 'PA722292', 'presence': 'présent'}, {'acteurRef': 'PA340343', 'presence': 'absent'}, {'acteurRef': 'PA721314', 'presence': 'absent'}, {'acteurRef': 'PA794930', 'presence': 'présent'}, {'acteurRef': 'PA794106', 'presence': 'présent'}, {'acteurRef': 'PA794502', 'presence': 'absent'}, {'acteurRef': 'PA721584', 'presence': 'présent'}, {'acteurRef': 'PA608695', 'presence': 'présent'}, {'acteurRef': 'PA720704', 'presence': 'présent'}, {'acteurRef': 'PA794494', 'presence': 'absent'}, {'acteurRef': 'PA721262', 'presence': 'présent'}, {'acteurRef': 'PA2952', 'presence': 'absent'}, {'acteurRef': 'PA795046', 'presence': 'présent'}]",CRCANR5L16S2023PO59051N028
RUANR5L15A2022IDF0162023,M. Jean-Philippe Tanguy,PA795778,,,,
RUANR5L15A2022IDF0161846,M. Bruno Millienne,PA721976,,,,
RUANR5L16S2023IDC445883,,,,PO804316,,
RUANR5L16S2023IDC446745,,,,PO419604,"[{'acteurRef': 'PA794138', 'presence': 'absent'}, {'acteurRef': 'PA719318', 'presence': 'absent'}, {'acteurRef': 'PA795084', 'presence': 'absent'}, {'acteurRef': 'PA794562', 'presence': 'absent'}, {'acteurRef': 'PA720256', 'presence': 'absent'}, {'acteurRef': 'PA794214', 'presence': 'absent'}, {'acteurRef': 'PA720362', 'presence': 'absent'}, {'acteurRef': 'PA795278', 'presence': 'absent'}, {'acteurRef': 'PA722046', 'presence': 'excusé'}, {'acteurRef': 'PA719488', 'presence': 'présent'}, {'acteurRef': 'PA720822', 'presence': 'absent'}, {'acteurRef': 'PA794886', 'presence': 'absent'}, {'acteurRef': 'PA794938', 'presence': 'absent'}, {'acteurRef': 'PA720838', 'presence': 'excusé'}, {'acteurRef': 'PA721328', 'presence': 'absent'}, {'acteurRef': 'PA721750', 'presence': 'absent'}, {'acteurRef': 'PA795266', 'presence': 'absent'}, {'acteurRef': 'PA794198', 'presence': 'absent'}, {'acteurRef': 'PA719814', 'presence': 'absent'}, {'acteurRef': 'PA721210', 'presence': 'absent'}, {'acteurRef': 'PA793716', 'presence': 'absent'}, {'acteurRef': 'PA793452', 'presence': 'absent'}, {'acteurRef': 'PA720696', 'presence': 'absent'}, {'acteurRef': 'PA793476', 'presence': 'absent'}, {'acteurRef': 'PA794854', 'presence': 'absent'}, {'acteurRef': 'PA793792', 'presence': 'absent'}, {'acteurRef': 'PA794658', 'presence': 'absent'}, {'acteurRef': 'PA795604', 'presence': 'absent'}, {'acteurRef': 'PA267324', 'presence': 'absent'}, {'acteurRef': 'PA605991', 'presence': 'absent'}, {'acteurRef': 'PA719108', 'presence': 'excusé'}, {'acteurRef': 'PA795258', 'presence': 'excusé'}, {'acteurRef': 'PA722070', 'presence': 'absent'}, {'acteurRef': 'PA795156', 'presence': 'absent'}, {'acteurRef': 'PA719006', 'presence': 'absent'}, {'acteurRef': 'PA795298', 'presence': 'absent'}, {'acteurRef': 'PA791824', 'presence': 'absent'}, {'acteurRef': 'PA795244', 'presence': 'excusé'}, {'acteurRef': 'PA793672', 'presence': 'absent'}, {'acteurRef': 'PA794590', 'presence': 'absent'}, {'acteurRef': 'PA796010', 'presence': 'excusé'}, {'acteurRef': 'PA794206', 'presence': 'absent'}, {'acteurRef': 'PA677483', 'presence': 'absent'}, {'acteurRef': 'PA719338', 'presence': 'absent'}, {'acteurRef': 'PA719640', 'presence': 'absent'}, {'acteurRef': 'PA719272', 'presence': 'absent'}, {'acteurRef': 'PA720630', 'presence': 'absent'}, {'acteurRef': 'PA795552', 'presence': 'absent'}, {'acteurRef': 'PA795722', 'presence': 'absent'}, {'acteurRef': 'PA794670', 'presence': 'absent'}, {'acteurRef': 'PA795794', 'presence': 'absent'}, {'acteurRef': 'PA793398', 'presence': 'absent'}, {'acteurRef': 'PA795926', 'presence': 'absent'}, {'acteurRef': 'PA795406', 'presence': 'absent'}, {'acteurRef': 'PA721270', 'presence': 'absent'}, {'acteurRef': 'PA721844', 'presence': 'absent'}, {'acteurRef': 'PA793656', 'presence': 'absent'}, {'acteurRef': 'PA794994', 'presence': 'absent'}, {'acteurRef': 'PA793230', 'presence': 'absent'}, {'acteurRef': 'PA720552', 'presence': 'présent'}, {'acteurRef': 'PA794154', 'presence': 'absent'}, {'acteurRef': 'PA720900', 'presence': 'absent'}, {'acteurRef': 'PA721426', 'presence': 'absent'}, {'acteurRef': 'PA722252', 'presence': 'absent'}, {'acteurRef': 'PA342196', 'presence': 'présent'}, {'acteurRef': 'PA720190', 'presence': 'absent'}, {'acteurRef': 'PA794486', 'presence': 'absent'}, {'acteurRef': 'PA736201', 'presence': 'absent'}, {'acteurRef': 'PA719930', 'presence': 'absent'}, {'acteurRef': 'PA795596', 'presence': 'absent'}, {'acteurRef': 'PA793110', 'presence': 'absent'}]",CRCANR5L16S2023PO419604N025
