scrutin,Gauche démocrate et républicaine - NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,Socialistes et apparentés (membre de l’intergroupe NUPES),Écologiste - NUPES,alignement,objet,type,date,motion_censure
VTANR5L16V136,pour,pour,pour,abstention,False,l'amendement n° 483 de M. Acquaviva à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V134,pour,pour,pour,abstention,False,l'amendement n° 1096 de M. Castellani à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V133,pour,pour,pour,pour,True,l'amendement n° 831 de M. Maudet à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V132,pour,pour,pour,pour,True,l'amendement n° 995 de Mme Sas à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V130,pour,abstention,pour,contre,False,l'amendement n° 1082 de M. Descoeur à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V135,pour,pour,pour,abstention,False,l'amendement n° 185 de M. Castellani à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V140,pour,pour,pour,pour,True,l'amendement n° 188 de M. Castellani à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V142,pour,pour,pour,pour,True,l'amendement n° 276 de Mme Maximi à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V143,pour,pour,pour,pour,True,l'amendement n° 563 de M. Guiraud à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V144,pour,pour,pour,pour,True,l'amendement n° 826 de M. Maudet à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V145,pour,pour,pour,pour,True,l'amendement n° 933 de M. Maudet à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V122,contre,contre,pour,abstention,False,l'ensemble du projet de loi mettant fin aux régimes d'exception créés pour lutter contre l'épidémie liée à la covid 19 (texte de la commission mixte paritaire).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V129,pour,pour,pour,pour,True,l'amendement n° 647 de M. Maudet à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V123,pour,pour,pour,pour,True,l'amendement n° 1099 du Gouvernement après l'article 4 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V147,pour,pour,pour,pour,True,l'amendement n° 804 de M. Martinet à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V124,pour,pour,,pour,False,l'amendement n° 9 de M. Sansu à l'article 4 ter du projet de loi de finances rectificative pour 2022 (seconde délibération)(première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V148,pour,pour,pour,pour,True,l'amendement n° 281 de M. Sala à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V125,pour,pour,pour,pour,True,l'amendement n° 1 de la commission et les amendements identiques suivants à l'article 4 ter du projet de loi de finances rectificative pour 2022 (seconde délibération)(première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V149,pour,pour,pour,pour,True,l'amendement n° 282 de Mme Maximi à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V128,pour,pour,pour,pour,True,l'amendement n° 1116 de M. Coquerel à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V126,pour,pour,pour,abstention,False,l'amendement n° 340 de M. Nury à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V141,pour,pour,pour,pour,True,l'amendement n° 377 de M. Lenormand à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V146,pour,pour,pour,pour,True,l'amendement n° 84 de M. Philippe Brun à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V131,pour,pour,pour,pour,True,l'amendement n° 271 de M. Amard à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,False
VTANR5L16V177,contre,contre,contre,contre,True,l'amendement n° 21 du Gouvernement et les amendements identiques suivants à l'article 8 et État D du projet de loi de finances rectificative pour 2022 (seconde délibération) (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V180,contre,contre,contre,contre,True,l'ensemble du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public solennel,2022-07-26,False
VTANR5L16V179,contre,abstention,contre,contre,False,l'amendement n° 22 du Gouvernement à l'article 5 et État A du projet de loi de finances rectificative pour 2022 (seconde délibération) (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V178,contre,contre,contre,contre,True,l'article 8 et État D du projet de loi de finances rectificative pour 2022 (seconde délibération) (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V176,abstention,contre,contre,contre,False,l'amendement n° 652 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V175,abstention,abstention,contre,contre,False,l'amendement n° 633 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V174,abstention,pour,pour,pour,False,l'amendement n° 693 de M. Jean-Pierre Vigier après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V173,abstention,contre,contre,contre,False,l'amendement n° 192 de M. Castellani après l'article 15 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V172,pour,contre,contre,contre,False,l'amendement n° 635 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V171,contre,contre,contre,contre,True,l'amendement n° 632 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V170,contre,contre,contre,contre,True,l'amendement n° 669 de M. Jean-Pierre Vigier après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V169,pour,pour,pour,pour,True,l'amendement n° 279 de M. Marleix après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V167,pour,pour,pour,pour,True,l'amendement n° 817 de M. Maudet après l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V166,pour,pour,pour,pour,True,l'amendement n° 553 de Mme Dufour après l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V165,contre,contre,pour,contre,False,l'amendement n° 80 de Mme Louwagie avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V168,pour,pour,pour,pour,True,l'amendement n° 819 de M. Maudet après l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V163,contre,contre,contre,contre,True,l'amendement n° 147 rectifié de Mme Bonnivard et les amendements identiques suivants avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V150,abstention,pour,abstention,pour,False,l'amendement n° 193 de M. de Courson à l'article 8 et État D du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V151,contre,contre,contre,contre,True,l'amendement n° 1072 du Gouvernement et l'amendement identique suivant à l'article 8 et État D du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V152,pour,pour,pour,pour,True,l'amendement n° 318 de M. Rolland à l'article 8 et État D du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V164,contre,contre,pour,contre,False,l'amendement n° 79 de Mme Louwagie avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V154,pour,pour,pour,pour,True,l'amendement n° 492 de M. Molac à l'article 8 et État D du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V155,contre,contre,abstention,contre,False,l'article 8 et État D du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V156,pour,pour,pour,pour,True,l'amendement n° 599 de M. Acquaviva avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V153,pour,pour,pour,pour,True,l'amendement n° 194 de M. de Courson à l'article 8 et État D du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V158,,pour,pour,pour,False,l'amendement n° 402 de M. Molac avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V159,pour,pour,pour,pour,True,l'amendement n° 403 de M. Molac avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V160,contre,contre,contre,contre,True,l'amendement n° 76 de Mme Louwagie et l'amendement identique suivant avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V161,contre,contre,contre,contre,True,l'amendement n° 78 de Mme Louwagie et l'amendement identique suivant avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V162,,pour,contre,pour,False,l'amendement n° 790 de M. Meizonnet avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V157,pour,pour,pour,pour,True,l'amendement n° 810 de M. Molac avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,False
VTANR5L16V181,contre,contre,contre,contre,True,l'ensemble du projet de loi de règlement du budget et d'approbation des comptes de l'année 2021 (nouvelle lecture).,scrutin public ordinaire,2022-07-27,False
VTANR5L16V182,contre,contre,pour,abstention,False,l'ensemble de la proposition de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière de prévention de la diffusion de contenus à caractère terroriste en ligne (texte de la commission mixte paritaire).,scrutin public ordinaire,2022-07-27,False
VTANR5L16V183,pour,abstention,pour,pour,False,l'article unique du projet de loi autorisant la ratification du traité entre la République française et la République italienne pour une coopération bilatérale renforcée (première lecture).,scrutin public ordinaire,2022-07-28,False
VTANR5L16V184,contre,contre,pour,pour,False,l'ensemble du projet de loi autorisant la ratification du protocole au Traité de l'Atlantique Nord sur l'accession de la République de Finlande et la ratification du protocole au Traité de l'Atlantique Nord sur l'accession du Royaume de Suède (première lecture).,scrutin public ordinaire,2022-08-02,False
VTANR5L16V188,pour,pour,pour,pour,True,l'ensemble du projet de loi ratifiant l'ordonnance n° 2021-1605 du 8 décembre 2021 étendant et adaptant à la fonction publique des communes de Polynésie française certaines dispositions statutaires relatives à la fonction publique territoriale (texte de la commission paritaire).,scrutin public ordinaire,2022-08-03,False
VTANR5L16V185,pour,pour,abstention,pour,False,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (texte de la commission paritaire).",scrutin public ordinaire,2022-08-03,False
VTANR5L16V186,contre,contre,abstention,contre,False,l'ensemble du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (texte de la commission paritaire).,scrutin public solennel,2022-08-03,False
